location,currency,month,exchange_rate_to_INR,accommodation_type,travel_purpose,traveler_type,tags,average_days,hotel_cost_on_season_INR,hotel_cost_off_season_INR,hotel_cost_on_season_local,hotel_cost_off_season_local,transport_options,transport_cost_on_season_INR,transport_cost_off_season_INR,transport_cost_on_season_local,transport_cost_off_season_local,extra_expenses_INR,extra_expenses_local,total_budget_on_season_INR,total_budget_off_season_INR
Leh,INR,June,1.0,Hostel,Pilgrimage,Family Traveler,"adventure, cultural, solo",5,11012.4,8259.3,11012.4,8259.3,Bus,10090.8,7568.1,10090.8,7568.1,1861.91,1861.91,22965.11,17689.31
Tokyo,JPY,August,0.55,Resort,Business,Family Traveler,"cultural, adventure, solo",11,11178.0,10060.2,20323.64,18291.27,Train,7461.0,6714.9,13565.45,12208.91,1189.23,2162.24,19828.23,17964.33
Kerala,INR,June,1.0,Airbnb,Leisure,Luxury Traveler,"solo, romantic",3,21904.8,16428.6,21904.8,16428.6,Car Rental,3648.0,2736.0,3648.0,2736.0,4827.46,4827.46,30380.26,23992.06
Barcelona,EUR,June,90.0,Airbnb,Pilgrimage,Luxury Traveler,"romantic, cultural",15,3849.6,2887.2,42.77,32.08,Train,7008.0,5256.0,77.87,58.4,2901.02,32.23,13758.62,11044.22
Tokyo,JPY,December,0.55,Resort,Adventure,Family Traveler,family,13,16914.0,12685.5,30752.73,23064.55,Flight,6850.8,5138.1,12456.0,9342.0,1766.12,3211.13,25530.92,19589.72
Cape Town,ZAR,August,4.5,Hostel,Adventure,Family Traveler,adventure,12,16043.0,14438.7,3565.11,3208.6,Car Rental,3712.0,3340.8,824.89,742.4,1098.25,244.06,20853.25,18877.75
Rishikesh,INR,May,1.0,Resort,Adventure,Business Traveler,"solo, romantic",13,9226.8,6920.1,9226.8,6920.1,Bus,17857.2,13392.9,17857.2,13392.9,4811.67,4811.67,31895.67,25124.67
Goa,INR,March,1.0,Airbnb,Pilgrimage,Backpacker,romantic,6,16264.0,14637.6,16264.0,14637.6,Bus,12867.0,11580.3,12867.0,11580.3,1955.48,1955.48,31086.48,28173.38
Kerala,INR,September,1.0,Airbnb,Adventure,Budget Traveler,cultural,9,7199.5,7623.0,7199.5,7623.0,Flight,3271.65,3464.1,3271.65,3464.1,8032.34,8032.34,18503.49,19119.44
Dubai,AED,February,22.5,Airbnb,Adventure,Luxury Traveler,"romantic, family, adventure",8,1947.35,2061.9,86.55,91.64,Flight,9291.35,9837.9,412.95,437.24,6170.75,274.26,17409.45,18070.55
Singapore,SGD,September,62.0,Resort,Pilgrimage,Family Traveler,solo,11,15718.2,16642.8,253.52,268.43,Train,10168.55,10766.7,164.01,173.66,1626.83,26.24,27513.58,29036.33
Kerala,INR,March,1.0,Hotel,Business,Luxury Traveler,"cultural, family, adventure",7,14821.0,13338.9,14821.0,13338.9,Train,4582.0,4123.8,4582.0,4123.8,2432.2,2432.2,21835.2,19894.9
Barcelona,EUR,August,90.0,Resort,Pilgrimage,Business Traveler,adventure,6,7189.0,6470.1,79.88,71.89,Car Rental,8894.0,8004.6,98.82,88.94,2817.93,31.31,18900.93,17292.63
Tokyo,JPY,July,0.55,Resort,Adventure,Family Traveler,"romantic, adventure, cultural",11,13001.0,11700.9,23638.18,21274.36,Car Rental,9800.0,8820.0,17818.18,16036.36,8039.88,14617.96,30840.88,28560.78
Leh,INR,October,1.0,Resort,Pilgrimage,Budget Traveler,adventure,12,11487.0,10338.3,11487.0,10338.3,Bus,5898.0,5308.2,5898.0,5308.2,5607.31,5607.31,22992.31,21253.81
Rishikesh,INR,December,1.0,Hostel,Pilgrimage,Family Traveler,romantic,7,18256.8,13692.6,18256.8,13692.6,Car Rental,9837.6,7378.2,9837.6,7378.2,5347.88,5347.88,33442.28,26418.68
Rome,EUR,November,90.0,Hotel,Pilgrimage,Budget Traveler,"solo, family",5,18429.0,16586.1,204.77,184.29,Car Rental,4928.0,4435.2,54.76,49.28,6572.85,73.03,29929.85,27594.15
Goa,INR,June,1.0,Hostel,Adventure,Family Traveler,family,6,11967.6,8975.7,11967.6,8975.7,Flight,7744.8,5808.6,7744.8,5808.6,1351.59,1351.59,21063.99,16135.89
Jaipur,INR,September,1.0,Resort,Leisure,Budget Traveler,family,9,2137.75,2263.5,2137.75,2263.5,Train,2742.1,2903.4,2742.1,2903.4,4072.17,4072.17,8952.02,9239.07
Jaipur,INR,October,1.0,Hotel,Adventure,Family Traveler,"romantic, family, solo",14,9277.0,8349.3,9277.0,8349.3,Bus,9704.0,8733.6,9704.0,8733.6,5582.24,5582.24,24563.24,22665.14
London,GBP,October,105.0,Hotel,Pilgrimage,Backpacker,romantic,8,17860.0,16074.0,170.1,153.09,Flight,10415.0,9373.5,99.19,89.27,1766.57,16.82,30041.57,27214.07
Barcelona,EUR,January,90.0,Resort,Business,Business Traveler,"solo, romantic",5,15628.95,16548.3,173.66,183.87,Flight,7127.25,7546.5,79.19,83.85,7510.79,83.45,30266.99,31605.59
Barcelona,EUR,November,90.0,Airbnb,Business,Business Traveler,"cultural, family, solo",7,7720.0,6948.0,85.78,77.2,Flight,14766.0,13289.4,164.07,147.66,2332.83,25.92,24818.83,22570.23
Barcelona,EUR,November,90.0,Hotel,Leisure,Business Traveler,solo,6,5253.0,4727.7,58.37,52.53,Bus,14477.0,13029.3,160.86,144.77,7119.61,79.11,26849.61,24876.61
Kerala,INR,June,1.0,Hotel,Adventure,Budget Traveler,"family, solo",10,21276.0,15957.0,21276.0,15957.0,Car Rental,13862.4,10396.8,13862.4,10396.8,6255.15,6255.15,41393.55,32608.95
Rishikesh,INR,July,1.0,Hotel,Business,Family Traveler,adventure,8,19398.0,17458.2,19398.0,17458.2,Car Rental,7982.0,7183.8,7982.0,7183.8,4028.23,4028.23,31408.23,28670.23
Jaipur,INR,May,1.0,Hostel,Business,Budget Traveler,"adventure, solo, family",10,4050.0,3037.5,4050.0,3037.5,Flight,10500.0,7875.0,10500.0,7875.0,3127.91,3127.91,17677.91,14040.41
Goa,INR,October,1.0,Hotel,Leisure,Business Traveler,adventure,8,7080.0,6372.0,7080.0,6372.0,Car Rental,1928.0,1735.2,1928.0,1735.2,1524.54,1524.54,10532.54,9631.74
Rishikesh,INR,November,1.0,Hostel,Pilgrimage,Business Traveler,"cultural, family, solo",11,11323.0,10190.7,11323.0,10190.7,Train,9568.0,8611.2,9568.0,8611.2,3555.19,3555.19,24446.19,22357.09
London,GBP,September,105.0,Resort,Adventure,Luxury Traveler,family,5,4964.0,5256.0,47.28,50.06,Train,5872.65,6218.1,55.93,59.22,2472.61,23.55,13309.26,13946.71
New York,USD,January,83.0,Airbnb,Leisure,Luxury Traveler,"romantic, adventure, family",13,4822.9,5106.6,58.11,61.53,Train,5406.85,5724.9,65.14,68.97,6268.94,75.53,16498.69,17100.44
Cape Town,ZAR,September,4.5,Hostel,Pilgrimage,Business Traveler,"solo, cultural, family",8,12891.1,13649.4,2864.69,3033.2,Bus,12240.0,12960.0,2720.0,2880.0,3621.11,804.69,28752.21,30230.51
Paris,EUR,July,90.0,Airbnb,Business,Backpacker,"romantic, solo",11,15470.0,13923.0,171.89,154.7,Bus,11308.0,10177.2,125.64,113.08,7442.38,82.69,34220.38,31542.58
Sydney,AUD,August,55.0,Hotel,Leisure,Business Traveler,cultural,14,13824.0,12441.6,251.35,226.21,Train,2133.0,1919.7,38.78,34.9,1110.96,20.2,17067.96,15472.26
Rome,EUR,March,90.0,Hostel,Business,Backpacker,"cultural, solo, family",15,5112.0,4600.8,56.8,51.12,Train,11824.0,10641.6,131.38,118.24,1547.63,17.2,18483.63,16790.03
Jaipur,INR,June,1.0,Resort,Leisure,Budget Traveler,romantic,7,18938.4,14203.8,18938.4,14203.8,Flight,13215.6,9911.7,13215.6,9911.7,4015.94,4015.94,36169.94,28131.44
Paris,EUR,April,90.0,Hotel,Adventure,Luxury Traveler,"solo, family",9,12711.0,11439.9,141.23,127.11,Car Rental,4540.0,4086.0,50.44,45.4,987.41,10.97,18238.41,16513.31
Leh,INR,July,1.0,Hostel,Leisure,Backpacker,cultural,4,15061.0,13554.9,15061.0,13554.9,Train,5214.0,4692.6,5214.0,4692.6,2823.07,2823.07,23098.07,21070.57
Goa,INR,February,1.0,Airbnb,Adventure,Family Traveler,"romantic, adventure",10,14939.6,15818.4,14939.6,15818.4,Flight,2468.4,2613.6,2468.4,2613.6,6156.2,6156.2,23564.2,24588.2
Jaipur,INR,October,1.0,Resort,Business,Budget Traveler,romantic,4,13861.0,12474.9,13861.0,12474.9,Car Rental,1972.0,1774.8,1972.0,1774.8,5647.58,5647.58,21480.58,19897.28
Dubai,AED,March,22.5,Hostel,Leisure,Business Traveler,"family, romantic",12,15670.0,14103.0,696.44,626.8,Bus,5200.0,4680.0,231.11,208.0,3883.58,172.6,24753.58,22666.58
London,GBP,November,105.0,Hotel,Pilgrimage,Family Traveler,"adventure, solo",5,2921.0,2628.9,27.82,25.04,Car Rental,3958.0,3562.2,37.7,33.93,7185.77,68.44,14064.77,13376.87
Bangkok,THB,December,2.4,Resort,Leisure,Luxury Traveler,"adventure, cultural",7,19048.8,14286.6,7937.0,5952.75,Bus,2226.0,1669.5,927.5,695.62,2418.61,1007.75,23693.41,18374.71
Tokyo,JPY,October,0.55,Resort,Adventure,Luxury Traveler,family,4,3436.0,3092.4,6247.27,5622.55,Car Rental,7516.0,6764.4,13665.45,12298.91,4854.42,8826.22,15806.42,14711.22
Rishikesh,INR,July,1.0,Hostel,Pilgrimage,Family Traveler,"cultural, solo, family",10,5998.0,5398.2,5998.0,5398.2,Flight,6675.0,6007.5,6675.0,6007.5,5787.93,5787.93,18460.93,17193.63
Jaipur,INR,June,1.0,Airbnb,Adventure,Backpacker,family,7,6855.6,5141.7,6855.6,5141.7,Bus,3639.6,2729.7,3639.6,2729.7,1441.64,1441.64,11936.84,9313.039999999999
Tokyo,JPY,July,0.55,Airbnb,Leisure,Business Traveler,adventure,13,16404.0,14763.6,29825.45,26842.91,Flight,5052.0,4546.8,9185.45,8266.91,1749.06,3180.11,23205.06,21059.46
Barcelona,EUR,July,90.0,Airbnb,Leisure,Backpacker,"solo, family",13,12524.0,11271.6,139.16,125.24,Flight,6583.0,5924.7,73.14,65.83,3278.52,36.43,22385.52,20474.82
Kerala,INR,August,1.0,Hostel,Business,Luxury Traveler,"solo, cultural, adventure",3,15215.0,13693.5,15215.0,13693.5,Car Rental,2963.0,2666.7,2963.0,2666.7,4671.93,4671.93,22849.93,21032.13
Sydney,AUD,April,55.0,Hostel,Pilgrimage,Budget Traveler,"family, solo",13,4964.0,4467.6,90.25,81.23,Bus,12389.0,11150.1,225.25,202.73,5625.57,102.28,22978.57,21243.27
Singapore,SGD,June,62.0,Resort,Pilgrimage,Budget Traveler,"romantic, cultural, solo",3,18988.8,14241.6,306.27,229.7,Flight,6902.4,5176.8,111.33,83.5,1004.0,16.19,26895.2,20422.4
Sydney,AUD,March,55.0,Hotel,Adventure,Luxury Traveler,"family, romantic",9,11532.0,10378.8,209.67,188.71,Flight,2730.0,2457.0,49.64,44.67,2155.55,39.19,16417.55,14991.35
Istanbul,EUR,June,90.0,Hostel,Pilgrimage,Family Traveler,family,9,13867.2,10400.4,154.08,115.56,Flight,14754.0,11065.5,163.93,122.95,3940.39,43.78,32561.59,25406.29
Tokyo,JPY,March,0.55,Airbnb,Adventure,Backpacker,"solo, family",9,4401.0,3960.9,8001.82,7201.64,Flight,14551.0,13095.9,26456.36,23810.73,1787.7,3250.36,20739.7,18844.5
Leh,INR,April,1.0,Airbnb,Business,Budget Traveler,"romantic, adventure",9,11144.0,10029.6,11144.0,10029.6,Bus,12795.0,11515.5,12795.0,11515.5,4299.16,4299.16,28238.16,25844.26
London,GBP,February,105.0,Airbnb,Leisure,Budget Traveler,"solo, romantic",12,13764.05,14573.7,131.09,138.8,Flight,11747.85,12438.9,111.88,118.47,3402.03,32.4,28913.93,30414.63
Paris,EUR,August,90.0,Hotel,Leisure,Business Traveler,"family, solo, romantic",13,5415.0,4873.5,60.17,54.15,Car Rental,5166.0,4649.4,57.4,51.66,5995.92,66.62,16576.92,15518.82
Istanbul,EUR,September,90.0,Hostel,Adventure,Business Traveler,"adventure, solo, cultural",13,13627.2,14428.8,151.41,160.32,Flight,9304.95,9852.3,103.39,109.47,8236.32,91.51,31168.47,32517.42
Jaipur,INR,December,1.0,Airbnb,Adventure,Backpacker,"family, cultural",13,15088.8,11316.6,15088.8,11316.6,Train,14264.4,10698.3,14264.4,10698.3,3137.01,3137.01,32490.21,25151.91
Istanbul,EUR,April,90.0,Hostel,Pilgrimage,Business Traveler,"romantic, family, adventure",10,16156.0,14540.4,179.51,161.56,Flight,13936.0,12542.4,154.84,139.36,5385.99,59.84,35477.99,32468.79
Bangkok,THB,January,2.4,Airbnb,Pilgrimage,Budget Traveler,solo,12,8777.1,9293.4,3657.13,3872.25,Car Rental,1331.95,1410.3,554.98,587.62,7083.66,2951.53,17192.71,17787.36
New York,USD,November,83.0,Airbnb,Business,Budget Traveler,"romantic, solo",8,2584.0,2325.6,31.13,28.02,Car Rental,13587.0,12228.3,163.7,147.33,5677.69,68.41,21848.69,20231.59
Cape Town,ZAR,February,4.5,Hostel,Leisure,Business Traveler,"solo, adventure, cultural",14,16478.95,17448.3,3661.99,3877.4,Bus,4991.2,5284.8,1109.16,1174.4,4337.82,963.96,25807.97,27070.92
Barcelona,EUR,November,90.0,Resort,Leisure,Budget Traveler,"adventure, family, romantic",8,5108.0,4597.2,56.76,51.08,Flight,2980.0,2682.0,33.11,29.8,6315.17,70.17,14403.17,13594.37
Singapore,SGD,September,62.0,Hostel,Business,Budget Traveler,"cultural, romantic",4,7308.3,7738.2,117.88,124.81,Train,2514.3,2662.2,40.55,42.94,6736.12,108.65,16558.72,17136.52
Paris,EUR,April,90.0,Airbnb,Leisure,Luxury Traveler,"solo, family",9,4664.0,4197.6,51.82,46.64,Car Rental,4537.0,4083.3,50.41,45.37,3686.68,40.96,12887.68,11967.58
Barcelona,EUR,March,90.0,Resort,Business,Backpacker,adventure,7,17089.0,15380.1,189.88,170.89,Train,12957.0,11661.3,143.97,129.57,1791.77,19.91,31837.77,28833.17
Paris,EUR,June,90.0,Hostel,Adventure,Luxury Traveler,romantic,10,21741.6,16306.2,241.57,181.18,Flight,6370.8,4778.1,70.79,53.09,7218.49,80.21,35330.89,28302.79
Rishikesh,INR,January,1.0,Airbnb,Adventure,Backpacker,"cultural, adventure, solo",10,13934.9,14754.6,13934.9,14754.6,Train,9545.5,10107.0,9545.5,10107.0,2811.79,2811.79,26292.19,27673.39
Manali,INR,November,1.0,Airbnb,Pilgrimage,Backpacker,solo,13,12790.0,11511.0,12790.0,11511.0,Bus,10782.0,9703.8,10782.0,9703.8,2307.08,2307.08,25879.08,23521.88
Istanbul,EUR,October,90.0,Airbnb,Business,Business Traveler,adventure,13,9331.0,8397.9,103.68,93.31,Car Rental,7977.0,7179.3,88.63,79.77,3613.0,40.14,20921.0,19190.2
London,GBP,September,105.0,Airbnb,Leisure,Luxury Traveler,"family, solo, adventure",15,4471.85,4734.9,42.59,45.09,Flight,7155.3,7576.2,68.15,72.15,7110.13,67.72,18737.28,19421.23
Kerala,INR,April,1.0,Airbnb,Adventure,Luxury Traveler,"solo, family",3,8798.0,7918.2,8798.0,7918.2,Car Rental,2331.0,2097.9,2331.0,2097.9,1865.78,1865.78,12994.78,11881.88
Cape Town,ZAR,May,4.5,Hostel,Pilgrimage,Luxury Traveler,family,5,6472.8,4854.6,1438.4,1078.8,Flight,5151.6,3863.7,1144.8,858.6,2905.17,645.59,14529.57,11623.47
London,GBP,September,105.0,Hostel,Leisure,Family Traveler,"family, solo",10,10661.55,11288.7,101.54,107.51,Car Rental,11077.2,11728.8,105.5,111.7,6927.3,65.97,28666.05,29944.8
Cape Town,ZAR,June,4.5,Resort,Business,Budget Traveler,solo,10,19686.0,14764.5,4374.67,3281.0,Train,12007.2,9005.4,2668.27,2001.2,2743.23,609.61,34436.43,26513.13
Singapore,SGD,November,62.0,Hotel,Leisure,Family Traveler,adventure,12,3772.0,3394.8,60.84,54.75,Bus,9951.0,8955.9,160.5,144.45,1157.36,18.67,14880.36,13508.06
London,GBP,February,105.0,Resort,Pilgrimage,Family Traveler,"family, solo, adventure",7,14209.45,15045.3,135.33,143.29,Bus,8842.55,9362.7,84.21,89.17,3618.77,34.46,26670.77,28026.77
London,GBP,September,105.0,Hostel,Adventure,Budget Traveler,"romantic, cultural, family",15,5134.0,5436.0,48.9,51.77,Bus,2607.8,2761.2,24.84,26.3,2664.28,25.37,10406.08,10861.48
Bangkok,THB,May,2.4,Hostel,Leisure,Luxury Traveler,"romantic, family",3,3625.2,2718.9,1510.5,1132.88,Bus,10442.4,7831.8,4351.0,3263.25,4514.61,1881.09,18582.21,15065.31
Jaipur,INR,September,1.0,Airbnb,Pilgrimage,Luxury Traveler,"romantic, solo, adventure",15,2463.3,2608.2,2463.3,2608.2,Car Rental,10574.0,11196.0,10574.0,11196.0,5192.98,5192.98,18230.28,18997.18
Sydney,AUD,March,55.0,Resort,Leisure,Business Traveler,romantic,14,13161.0,11844.9,239.29,215.36,Bus,9945.0,8950.5,180.82,162.74,4837.6,87.96,27943.6,25633.0
Bangkok,THB,April,2.4,Hotel,Business,Business Traveler,"adventure, cultural",10,9089.0,8180.1,3787.08,3408.38,Car Rental,13681.0,12312.9,5700.42,5130.38,1341.15,558.81,24111.15,21834.15
London,GBP,February,105.0,Airbnb,Business,Budget Traveler,cultural,4,4481.2,4744.8,42.68,45.19,Bus,9255.65,9800.1,88.15,93.33,7787.25,74.16,21524.1,22332.15
Goa,INR,October,1.0,Resort,Leisure,Luxury Traveler,"solo, family",14,10024.0,9021.6,10024.0,9021.6,Car Rental,9529.0,8576.1,9529.0,8576.1,2475.92,2475.92,22028.92,20073.62
Rome,EUR,January,90.0,Hotel,Adventure,Budget Traveler,"solo, family",13,7685.7,8137.8,85.4,90.42,Flight,8037.6,8510.4,89.31,94.56,5860.03,65.11,21583.33,22508.23
Dubai,AED,September,22.5,Resort,Business,Business Traveler,romantic,5,5309.1,5621.4,235.96,249.84,Bus,1902.3,2014.2,84.55,89.52,5206.69,231.41,12418.09,12842.29
Tokyo,JPY,July,0.55,Airbnb,Leisure,Backpacker,adventure,5,10847.0,9762.3,19721.82,17749.64,Train,9334.0,8400.6,16970.91,15273.82,2913.2,5296.73,23094.2,21076.1
Bangkok,THB,December,2.4,Resort,Leisure,Budget Traveler,solo,10,11005.2,8253.9,4585.5,3439.12,Train,9361.2,7020.9,3900.5,2925.38,7800.17,3250.07,28166.57,23074.97
Dubai,AED,August,22.5,Hotel,Adventure,Luxury Traveler,"romantic, solo",12,19980.0,17982.0,888.0,799.2,Car Rental,14815.0,13333.5,658.44,592.6,5805.33,258.01,40600.33,37120.83
New York,USD,June,83.0,Airbnb,Business,Family Traveler,adventure,10,19521.6,14641.2,235.2,176.4,Bus,8221.2,6165.9,99.05,74.29,7442.21,89.67,35185.01,28249.31
Manali,INR,June,1.0,Airbnb,Business,Backpacker,"romantic, adventure, family",8,12634.8,9476.1,12634.8,9476.1,Flight,2890.8,2168.1,2890.8,2168.1,6709.83,6709.83,22235.43,18354.03
Manali,INR,February,1.0,Hotel,Adventure,Family Traveler,"family, solo, adventure",15,12661.6,13406.4,12661.6,13406.4,Train,10270.55,10874.7,10270.55,10874.7,4895.9,4895.9,27828.05,29177.0
Kerala,INR,May,1.0,Hotel,Adventure,Business Traveler,"adventure, solo, romantic",13,3708.0,2781.0,3708.0,2781.0,Bus,8662.8,6497.1,8662.8,6497.1,7097.72,7097.72,19468.52,16375.82
Barcelona,EUR,June,90.0,Hotel,Adventure,Budget Traveler,romantic,3,14563.2,10922.4,161.81,121.36,Flight,12006.0,9004.5,133.4,100.05,3404.05,37.82,29973.25,23330.95
Barcelona,EUR,May,90.0,Airbnb,Adventure,Luxury Traveler,"cultural, adventure",10,16507.2,12380.4,183.41,137.56,Train,6752.4,5064.3,75.03,56.27,5964.64,66.27,29224.24,23409.34
Barcelona,EUR,January,90.0,Airbnb,Pilgrimage,Backpacker,"adventure, family",12,9555.7,10117.8,106.17,112.42,Car Rental,8956.45,9483.3,99.52,105.37,5346.62,59.41,23858.77,24947.72
Manali,INR,February,1.0,Hotel,Leisure,Backpacker,"solo, cultural, romantic",14,7059.25,7474.5,7059.25,7474.5,Train,8660.65,9170.1,8660.65,9170.1,1315.2,1315.2,17035.1,17959.8
Singapore,SGD,June,62.0,Hotel,Business,Budget Traveler,"cultural, romantic",8,9355.2,7016.4,150.89,113.17,Bus,15193.2,11394.9,245.05,183.79,5826.61,93.98,30375.01,24237.91
Jaipur,INR,June,1.0,Airbnb,Pilgrimage,Backpacker,adventure,4,3246.0,2434.5,3246.0,2434.5,Car Rental,10434.0,7825.5,10434.0,7825.5,8300.02,8300.02,21980.02,18560.02
Singapore,SGD,April,62.0,Hotel,Pilgrimage,Luxury Traveler,family,14,5326.0,4793.4,85.9,77.31,Car Rental,11753.0,10577.7,189.56,170.61,1448.63,23.37,18527.63,16819.73
Istanbul,EUR,January,90.0,Resort,Adventure,Family Traveler,"romantic, cultural",9,6216.05,6581.7,69.07,73.13,Car Rental,6318.9,6690.6,70.21,74.34,3235.39,35.95,15770.34,16507.69
Dubai,AED,November,22.5,Hostel,Leisure,Backpacker,cultural,5,18550.0,16695.0,824.44,742.0,Train,11444.0,10299.6,508.62,457.76,6858.97,304.84,36852.97,33853.57
Kerala,INR,April,1.0,Resort,Leisure,Backpacker,"cultural, family",7,16546.0,14891.4,16546.0,14891.4,Bus,11866.0,10679.4,11866.0,10679.4,2220.22,2220.22,30632.22,27791.02
New York,USD,May,83.0,Airbnb,Business,Family Traveler,"romantic, adventure, family",3,23250.0,17437.5,280.12,210.09,Car Rental,13108.8,9831.6,157.94,118.45,3776.66,45.5,40135.46000000001,31045.76
Leh,INR,November,1.0,Hostel,Pilgrimage,Family Traveler,adventure,15,11476.0,10328.4,11476.0,10328.4,Car Rental,10680.0,9612.0,10680.0,9612.0,7077.44,7077.44,29233.44,27017.84
Istanbul,EUR,July,90.0,Hostel,Leisure,Budget Traveler,"family, romantic",6,10344.0,9309.6,114.93,103.44,Bus,10874.0,9786.6,120.82,108.74,4804.18,53.38,26022.18,23900.38
Jaipur,INR,September,1.0,Resort,Pilgrimage,Family Traveler,"romantic, adventure",5,14360.75,15205.5,14360.75,15205.5,Car Rental,2981.8,3157.2,2981.8,3157.2,4777.79,4777.79,22120.34,23140.49
Barcelona,EUR,December,90.0,Hostel,Business,Family Traveler,cultural,14,18139.2,13604.4,201.55,151.16,Bus,16615.2,12461.4,184.61,138.46,1501.5,16.68,36255.9,27567.3
Singapore,SGD,May,62.0,Resort,Leisure,Luxury Traveler,adventure,13,7360.8,5520.6,118.72,89.04,Car Rental,8533.2,6399.9,137.63,103.22,5895.2,95.08,21789.2,17815.7
Cape Town,ZAR,June,4.5,Hostel,Pilgrimage,Budget Traveler,"romantic, adventure, cultural",8,18932.4,14199.3,4207.2,3155.4,Car Rental,16585.2,12438.9,3685.6,2764.2,4735.13,1052.25,40252.73,31373.33
Manali,INR,November,1.0,Hotel,Pilgrimage,Business Traveler,romantic,10,11929.0,10736.1,11929.0,10736.1,Bus,6046.0,5441.4,6046.0,5441.4,7397.51,7397.51,25372.51,23575.01
Rome,EUR,January,90.0,Airbnb,Adventure,Backpacker,"romantic, cultural",3,5453.6,5774.4,60.6,64.16,Flight,6360.55,6734.7,70.67,74.83,7423.7,82.49,19237.85,19932.8
Rome,EUR,June,90.0,Airbnb,Adventure,Backpacker,"cultural, romantic",13,7597.2,5697.9,84.41,63.31,Bus,9078.0,6808.5,100.87,75.65,3952.4,43.92,20627.6,16458.8
Istanbul,EUR,July,90.0,Hotel,Business,Luxury Traveler,romantic,8,15434.0,13890.6,171.49,154.34,Bus,4949.0,4454.1,54.99,49.49,3095.23,34.39,23478.23,21439.93
Goa,INR,November,1.0,Airbnb,Leisure,Family Traveler,"family, adventure, cultural",14,16723.0,15050.7,16723.0,15050.7,Car Rental,4130.0,3717.0,4130.0,3717.0,4824.03,4824.03,25677.03,23591.73
Sydney,AUD,October,55.0,Resort,Leisure,Business Traveler,family,13,10935.0,9841.5,198.82,178.94,Car Rental,4081.0,3672.9,74.2,66.78,7701.84,140.03,22717.84,21216.24
Rishikesh,INR,August,1.0,Hotel,Pilgrimage,Family Traveler,"family, romantic",7,16259.0,14633.1,16259.0,14633.1,Flight,12663.0,11396.7,12663.0,11396.7,3536.74,3536.74,32458.74,29566.54
Singapore,SGD,February,62.0,Airbnb,Leisure,Business Traveler,"cultural, romantic, solo",10,13741.95,14550.3,221.64,234.68,Car Rental,6216.9,6582.6,100.27,106.17,2831.58,45.67,22790.43,23964.48
Barcelona,EUR,May,90.0,Resort,Adventure,Business Traveler,"romantic, solo, cultural",9,4940.4,3705.3,54.89,41.17,Train,13328.4,9996.3,148.09,111.07,1797.44,19.97,20066.24,15499.04
Rishikesh,INR,June,1.0,Hostel,Leisure,Business Traveler,"adventure, solo, family",12,3818.4,2863.8,3818.4,2863.8,Train,3747.6,2810.7,3747.6,2810.7,3823.83,3823.83,11389.83,9498.33
Istanbul,EUR,November,90.0,Hostel,Adventure,Backpacker,"cultural, solo, adventure",4,3509.0,3158.1,38.99,35.09,Car Rental,1846.0,1661.4,20.51,18.46,4970.02,55.22,10325.02,9789.52
London,GBP,March,105.0,Hotel,Pilgrimage,Backpacker,"romantic, solo, cultural",5,16162.0,14545.8,153.92,138.53,Flight,10907.0,9816.3,103.88,93.49,7220.14,68.76,34289.14,31582.24
Dubai,AED,October,22.5,Hostel,Leisure,Backpacker,"romantic, solo",14,5860.0,5274.0,260.44,234.4,Flight,3433.0,3089.7,152.58,137.32,5873.1,261.03,15166.1,14236.8
Sydney,AUD,March,55.0,Hostel,Business,Backpacker,"romantic, solo, adventure",7,17143.0,15428.7,311.69,280.52,Flight,11323.0,10190.7,205.87,185.29,1749.83,31.82,30215.83,27369.23
London,GBP,October,105.0,Hostel,Business,Business Traveler,"cultural, romantic, solo",9,3951.0,3555.9,37.63,33.87,Bus,7520.0,6768.0,71.62,64.46,6511.54,62.01,17982.54,16835.44
Sydney,AUD,November,55.0,Airbnb,Business,Backpacker,cultural,8,8809.0,7928.1,160.16,144.15,Car Rental,13313.0,11981.7,242.05,217.85,5321.35,96.75,27443.35,25231.15
